cardname,setname,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28
Savage Twister,Guildpact,0.274136147320505,0.3,0.49492673806866794,0.299798792756539,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.19927535181669298,0.2,0.2,0.21906909071252897,0.2,0.297147271597041,0.3,0.3,0.3,0.3,0.3,0.3,0.49473611494888103,0.867418625393022,0.2,0.310909289259805,0.2
Dragonsoul Knight,Conflux,0.2,0.11518516872409698,0.41908143596284003,0.189155893444499,0.2892655869965,0.197037744863832,0.29404777211103006,0.3,0.3,0.198192749310233,0.19824537164962697,0.214009623327874,0.25875685387164304,0.199193535379603,0.21456454562653698,0.295833497809182,0.10750727484031401,0.1,0.240384522928105,0.198550703633386,0.19054090577392604,0.255670161548057,0.3,0.229166173239122,0.25690726943486,0.1,0.28727158675612297,0.25337265919832397
Mouth of Ronom,Coldsnap,0.3,0.3,0.6328519253902231,0.5,0.5,0.5,0.424523921770311,0.309555460739476,0.40012613731922203,0.393975831034109,0.4,0.42874317019087205,0.39519826439207106,0.34919514830884396,0.30345273380841303,0.30350859879735304,0.49249272515968606,0.5,0.447756709199127,0.4,0.35150181533166996,0.329038443695296,0.346732288868409,0.475658232345162,0.493843638230975,0.5,0.5,0.353372659198324
Mantle of Leadership,Planar Chaos,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.3,0.18712111455389802,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275075000675682,0.3,0.392810643345948,0.3,0.3,0.3,0.3,0.3
Pain Magnification,Dissension,0.2,0.291110456782853,0.4,0.271686405860312,0.3,0.3,0.3,0.3,0.40517731194933293,0.3594380655188621,0.411402781615548,0.385507760982043,0.292655869965,0.2,0.30270272705159496,0.3,0.3,0.3,0.400480773853595,0.378984478035914,0.35915864106883794,0.4410653718079571,0.621241592972411,0.5,0.5701200010810911,0.636083361684141,0.5,0.5601179775949711
Towering Baloth,Onslaught,0.28965445892820196,0.3,0.424398179683764,0.19498006000072302,0.2,0.2,0.14880998299975698,0.1,0.182071076296033,0.1,0.1,0.1,0.1,0.1,0.1,0.20613955446782198,0.20375363742015698,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Urza's Factory,Time Spiral,0.3,0.334630384782053,0.433334541080306,0.45522174965963497,0.381214671310774,0.4,0.298571408162974,0.3,0.429166508837188,0.372288822756901,0.472806879037882,0.321737996202844,1.71341918151849,1.2403151663736498,0.9406940603068499,0.3,1.9361881638573302,2.0,1.15336445542746,1.0391317265467601,0.655257254569861,0.9831616820791971,1.1,1.26863445571652,1.2183186335012,0.6680434849843809,0.3,0.2
Strength of Cedars,Champions of Kamigawa,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jwar Isle Refuge,Zendikar,0.3,0.3,0.770532906274004,0.597389727587079,0.750989415164535,0.568147979421994,0.71142873469621,0.7724442992573229,0.651767437632103,0.616665863444138,0.620833168857485,0.640096957926926,0.45141272383664294,0.3739245794287,0.432433175073649,0.453947420360794,0.307507274840314,0.423683864261372,0.5,0.5,0.3963963639312071,0.470963102712399,0.393791054726563,0.4,0.4,0.4,0.48939617083946996,0.3
Tainted Sigil,Alara Reborn,0.3,0.23240758230647002,0.36859954492094105,0.203815106206099,0.2,0.17333248147201596,0.127856826526093,0.1,0.29974772536155603,0.211044108965168,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34828091011247503,0.392811623757329,0.8412262003447409,1.09249407652321,0.441409189785462,0.4,0.602380980725961
Primoc Escapee,Legions,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.19761996599951398,0.1,0.178282790021137,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25885863836611106,0.3,0.318300358830565,0.3,0.3,0.3,0.3,0.3
Darba,Prophecy,0.1,0.1,0.316666183567878,0.20983927517199,0.2,0.2,0.2,0.2,0.213889120372124,0.2,0.2,0.14154625429354098,0.200847464809024,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Pit Raptor,Prophecy,0.1,0.16759241769353,0.174638038232438,0.19939698068651396,0.3,0.3,0.3,0.3,0.23573208887946104,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.23179778681298396,0.3,0.3,0.3,0.3
Shifting Wall,Stronghold,0.8,0.8,0.990821606110233,0.607630814829094,0.73841939338469,0.677406971188569,0.715475935370505,0.640222536300484,0.500504928067637,0.414056193448114,0.4,0.4,0.311581877812524,0.3,0.3,0.409868550901986,0.303753637420157,0.3,0.3,0.3,0.3,0.39072155383045204,0.495097943096923,0.3,0.3,0.405841297332962,0.564242077128675,0.46349242252884
Animate Land,Nemesis,0.3,0.23851876131957003,0.2,0.2,0.2,0.2,0.2,0.2,0.275757770892204,0.225502114483307,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Riftstone Portal,Judgment,0.5,0.37703752263914003,0.3,0.3,0.3,0.3,0.375476078229689,0.47644435259136797,0.395454511019023,0.43976011759177797,0.375438492611745,0.287680256235598,0.380932465529369,0.3,0.3,0.3,0.36426409246930197,0.4,0.544871104529851,0.7135262829896079,0.627778628636294,0.521133723028072,0.543788113492421,0.5997809181699761,0.6,0.6,0.6,0.706745318396648
Rainbow Crow,Invasion,0.2,0.2,0.55265800953637,0.109035048615044,0.1,0.202962255136168,0.21023800340004897,0.2,0.20328297941651102,0.2,0.2,0.14154625429354098,0.200847464809024,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5099081973711479,0.36219909483602897,0.35490401772583796,0.46227976683903704,0.6,0.6,0.6,0.39702436933772994
Septic Rats,Mirrodin Besieged,0.2,0.2,0.10458919694488301,0.224899095169821,0.212429342621548,0.176852520583562,0.201428591837026,0.2,0.288762793657528,0.16807130206388,0.22521941078172103,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.298684851116462,0.348648186019694,0.45188971020319796,0.34757631956944707,0.3
Killer Whale,Exodus,0.131036623215394,0.1,0.47198075334425105,0.6,0.28022610361104805,0.251481127568084,0.3,0.3,0.21679255145872303,0.3,0.3,0.19927535181669298,0.2,0.2,0.27057045558969,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Strandwalker,Mirrodin Besieged,0.2,0.2,0.22632791779591002,0.262449547584911,0.18841854591988103,0.191481572017467,0.124999642852041,0.22066627555034102,0.33939385904438696,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.491409189785462,0.5,0.41622718719983204,0.450000450454509,0.2,0.15272550410007502,0.3
Soultether Golem,Future Sight,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.197999973332978,0.21717172099788604,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26471454697790103,0.26769760512995,0.488565462067884,0.245832839905788,0.287537725565095,0.2,0.2,0.3
Cleansing Meditation,Torment,0.2,0.26759241769353,0.6282649023898901,0.5532144965601989,0.4,0.348518872431916,0.348333547622109,0.41133348444645895,0.371212660701975,0.40823202689189003,0.430481980026053,0.42270467687937496,0.5,0.41478410942112,0.5,0.5,0.44294272921377703,0.392105159278412,0.47580120962701594,0.39855070363338596,0.42222227227272296,0.4838488025649749,0.343791054726563,0.4967098251292779,0.6617113667690699,0.589002463942927,0.6366670303096421,3.0591233228967
Liege of the Axe,Legions,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.185999813330844,0.195580648338245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275075000675682,0.3,0.37385831094727395,0.3,0.307507725294823,0.2,0.2,0.26765854355409
Ore Gorger,Champions of Kamigawa,0.2,0.299814997944422,0.3,0.3,0.3,0.3,0.182856897955685,0.2,0.2983586996871189,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.40420364147424803,0.34759482056516106,0.3,0.3,0.525225902936063,0.25910627944618,0.3,0.3
Mana Vapors,Prophecy,0.131036623215394,0.16759241769353,0.408696502847867,0.4,0.4,0.348518872431916,0.34404777211103,0.45422205629408396,0.32171720997886305,0.36124531620862893,0.401315806786931,0.28309250858708096,0.3223158670836189,0.40913966354296,0.41861863620393003,0.4,0.4,0.4,0.4,0.4,0.43002954981576397,0.331786925638409,0.390522363183592,0.3,0.42973089847656304,0.30670110001134004,0.3,0.24662734080167603
Sterling Grove,Invasion,5.0,5.0,5.09541080305512,5.3162652562079105,5.5,5.5,4.89999785711224,5.0653355378071705,5.53800331820696,5.35200544584874,6.31469361438966,5.33432078725779,5.74675802337308,5.98063355860578,5.91246002216236,5.17806944828221,5.26186226902945,5.782017526546401,5.307690458562099,5.8478260554500805,5.438437733673281,5.947760286188519,7.92680738838016,8.24648350636193,8.63738772421373,7.54690924648708,7.4027264132075095,15.7259747139847
Azorius Ploy,Dissension,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.19927535181669298,0.2,0.2,0.2,0.253069777233911,0.3,0.3,0.3,0.3,0.3,0.3,0.304248122512206,0.3,0.3,0.3,0.356969217622139,0.4
Landbind Ritual,Zendikar,0.2,0.116851853909488,0.224396730387397,0.219477343100519,0.18177993033839301,0.1,0.199285704081487,0.2,0.23560633035098802,0.19377582862444104,0.211402781615548,0.121256105160944,0.1,0.1,0.19579635852575303,0.1,0.1,0.295614415979158,0.205929383936384,0.2,0.2,0.2,0.2,0.49166502190818295,0.554204091928756,0.6,0.44818360333824203,0.3
Tromp the Domains,Time Spiral,0.1,0.19888832098134399,0.3,0.3,0.3,0.3,0.3,0.3,0.198484837006341,0.2,0.2,0.2,0.2,0.2,0.2,0.253069777233911,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Mind Funeral,Alara Reborn,4.0,5.52221691352126,5.042496268061861,5.1267039361919995,6.05536868956517,6.337226524739161,6.00976513950199,4.02399898665315,4.10997772710399,3.6465861034470297,3.66030803036882,3.5082131625096,3.3262731040093603,3.3986548170131803,3.3516504653195094,3.7131593836761003,4.0770245677889,4.75175660206055,4.61810978951721,4.556762416846619,4.08919224497518,3.7871137846781897,3.84313613992431,4.34341767654838,4.2782295335994,4.68333127145641,4.82272859506536,3.6279687853426803
Sleeper's Robe,Invasion,0.3,0.23240758230647002,0.39058102291337604,0.502812082073278,0.471045093602488,0.397037744863832,0.442142744896356,0.441555220736276,0.43573208887946097,0.41224834034144997,0.5,0.357004449339846,0.305225891744845,0.3,0.40480544869773605,0.3,0.3,0.3,0.404486581601746,0.35579718546645595,0.38048090523337996,0.3,0.3,0.3,0.3,0.3,0.3,0.24662734080167603
Treva's Attendant,Invasion,0.2,0.2,0.3806787054884849,0.2,0.27528241764760697,0.3,0.3,0.3,0.3,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.23529382929077,0.2,0.2,0.2,0.2,0.2
Noxious Ghoul,Legions,0.8,0.95370281892021,1.03357439962898,1.2028132869070702,1.0,1.2624079156435102,1.1254767925256102,0.90688875851678,0.815530420685005,0.864257400691575,0.780043158462611,0.843236858505196,0.801836456241155,0.7,0.6258259083415171,0.6,0.7924927251596859,0.702850695403887,0.86394148020654,0.9103863824113392,0.572073622284885,0.5704435097269039,0.892490048824487,1.12653521756865,1.4271772718673101,1.14536232332292,0.847576319569447,1.50674650888701
Ivory Crane Netsuke,Saviors of Kamigawa,0.110345541071798,0.1,0.29082160611023306,0.3,0.3,0.21907410082334197,0.2,0.2,0.2,0.2,0.2,0.14154625429354098,0.200847464809024,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.29024045261669,0.35721553830451896,0.420910380188731,0.2
Qumulox,Fifth Dawn,0.2,0.26759241769353,0.381642487572284,0.34497885516692994,0.332627818879821,0.42703696707741207,0.5,0.456222082961106,0.30719626663838395,0.364658610344703,0.26886011658048103,0.27826127914897303,0.2,0.2,0.26021000189190896,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.314714997432409,0.287457087186466,0.3,0.3
Lightning Greaves,Mirrodin,4.5,4.5,3.44878621429296,3.16545982481717,3.5170895516063703,3.53722208024534,3.67881041157731,4.14422392298564,5.23497564375488,6.48333413655586,6.847807207989581,6.214969782170759,6.598584733768929,7.0,6.99113640663429,8.0,7.960660906855019,6.25438492611745,5.50736785930634,5.64275206887056,5.1522576779971,4.58796997907195,4.70883350653934,3.9024164791642004,4.85179641258029,4.8926122949721105,4.5,5.03908796533292
Centaur Archer,Ice Age,0.2,0.2,0.296860099421731,0.283333534138966,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Blind Fury,Mirage,0.2,0.2,0.295410803055117,0.113654381378089,0.1,0.1,0.18976199659995102,0.2,0.292676838460897,0.3,0.3,0.3,0.19745760557292896,0.2,0.2,0.29188607744838696,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Serra's Boon,Planar Chaos,0.2,0.2,0.295410803055117,0.439358305521753,0.3,0.21907410082334197,0.2,0.14955599407992098,0.18017712255395896,0.20180725068976701,0.154825063487677,0.1,0.1,0.1,0.1,0.20263161357386303,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.37237272407859495,0.251889710203198,0.3,0.3
Captive Flame,Saviors of Kamigawa,0.2,0.125185279836443,0.29082160611023306,0.20140543861974203,0.2,0.2,0.12452392177031099,0.1,0.20871218721354,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223202415733642,0.2,0.2,0.2,0.2,0.1
Mire Shade,Mirage,0.2,0.2,0.295410803055117,0.113654381378089,0.1,0.213332925921399,0.3,0.3,0.24520185758982999,0.3,0.3,0.3,0.3,0.199193535379603,0.20195181938576,0.29451769102225,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Unlikely Alliance,Alliances,0.2,0.26148123868043,0.3,0.3,0.3,0.3,0.3,0.3,0.272727823695634,0.2,0.2,0.2,0.2,0.2,0.142492725159686,0.1,0.200450454508599,0.2,0.2,0.2,0.2,0.2,0.2,0.24912169896972303,0.2,0.2,0.2,0.2
Orcish Captain,Fallen Empires,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.3,0.243686694596171,0.3,0.3,0.3,0.3,0.3,0.197747727457004,0.2,0.29669681708844203,0.3,0.3,0.3,0.3,0.3,0.3,0.572807536941276,0.281681816953306,0.259621748677821,0.3,0.3
Lightning Storm,Coldsnap,0.3,0.139259325103612,0.38623240916534995,0.37750996999963893,0.398446173272655,0.39074045267169605,0.294999928570408,0.3,0.314394806021258,0.560042289666141,0.8339925525335858,0.934538906360962,1.0357346248697,1.0,0.799550446400418,1.6831155673101001,1.77327273218678,2.25745536125475,3.1891037413821297,3.0,1.55195767529437,1.10618459984124,1.53039765485598,1.43201686864301,2.07777862863629,1.29742574665718,0.8,0.822616935915904
Akroma's Blessing,Onslaught,0.3,0.102592251025011,0.557971130016377,0.457027795515609,0.346044881736286,0.451481127568084,0.344287061243732,0.285777810370805,0.3,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.37581619247436204,0.3,0.3,0.35910627944618,0.463332969690358,0.34365171013940604
Sanity Gnawers,Alara Reborn,0.2,0.2,0.10458919694488301,0.20301208448294603,0.2,0.22888920988011,0.2,0.2,0.174494882536989,0.2,0.20175462835037303,0.125603994260786,0.12740107967016698,0.165054275068953,0.18273317777637602,0.1,0.294294543194083,0.3,0.205929383936384,0.2,0.2,0.382817864101692,0.4,0.368641692653851,0.155255452751827,0.1,0.22484772450408202,0.249008321527637
Razor Boomerang,Worldwake,0.2,0.116851853909488,0.25724648183307,0.205823564139327,0.14420927295994002,0.200555561728464,0.2,0.2,0.2,0.17309304931384698,0.145175594415716,0.138888969405354,0.1,0.1,0.1,0.1,0.1,0.295614415979158,0.205929383936384,0.140096957926927,0.193243182371012,0.18642614872318303,0.2,0.2,0.31591635960684306,0.2,0.2,0.2
Manipulate Fate,Invasion,0.2,0.2,0.55265800953637,0.302208460342896,0.3,0.3,0.3,0.3,0.3,0.5090356510319399,0.6,0.34637965767619794,0.6864409867880239,0.7,0.641891818845215,0.7,0.7,0.7,0.5724357926518521,0.6205314569776371,0.456307264029406,0.48711378467819294,0.515685601678464,1.4956111264621899,1.31951999567564,0.84089372055382,0.6575774104983729,0.47440386195073797
Krovikan Elementalist,Ice Age,0.1,0.1,0.29082160611023306,0.284738972758708,0.3,0.21907410082334197,0.2,0.2,0.2,0.2,0.2,0.2,0.124293849947881,0.1,0.1,0.1,0.200450454508599,0.2,0.2,0.2,0.2,0.2,0.2,0.428726693772286,0.30345363471743,0.2,0.2,0.2
Altar of the Lost,Dark Ascension,0.21551831160769697,0.2,0.532367135755591,0.254416920685791,0.18841854591988103,0.24888887654307298,0.3,0.3,0.30075720270608103,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.35359418812133603,0.3,0.3,0.3,0.3,0.3
Treefolk Healer,Invasion,0.2,0.2,0.55265800953637,0.11566163447752399,0.1,0.202962255136168,0.21023800340004897,0.2,0.194949582951386,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22908488401733398,0.2,0.2,0.2,0.2,0.2
Spawning Pit,Darksteel,0.5,0.34185324281380897,0.347102131914955,0.292770394824034,0.486723192569429,0.5,0.397857112244461,0.49044453926052295,0.228913855407996,0.36003987999855397,0.4,0.4,0.344632581632048,0.4,0.4,0.4,0.4,0.5114034395189411,0.434775815152069,0.4,0.36741727402949603,0.502577861627439,0.5856212866918961,0.9440801852655959,1.1818322687591798,1.1754280971968798,1.4,1.6150811319182399
Prosperity,Visions,0.8,0.8,0.990821606110233,0.8108441065555009,0.9545199535589279,0.855926176957522,0.74619065986657,0.629109054787397,0.8029041886680959,0.89337341413752,0.8822359504730329,0.871014797315903,0.7247175823523929,0.511827610122744,0.569819097469347,0.795833497809182,0.6882886332309301,0.7,0.7522432908008729,0.635265003840635,0.6448954495085539,0.3,0.36895527363281605,0.3778516822589771,0.547297272948405,0.512542912813534,0.5,0.63650757747116
Might of the Nephilim,Dissension,0.2,0.26759241769353,0.395410803055117,0.218473716550802,0.29180798142357106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31872854359323305,0.3,0.3,0.3,0.3,0.426665939380716,0.2
Sudden Impact,Tempest,0.3,0.23518539094878801,0.300965231380165,0.303413896552971,0.3,0.3,0.218809554422206,0.2,0.225631633572982,0.2,0.2,0.173911940752765,0.122881126111238,0.1,0.1,0.1,0.1,0.1,0.1,0.226087334599052,0.2,0.187972556418107,0.2,0.353728996434164,0.22042045423832604,0.2,0.2,0.2
Painwracker Oni,Champions of Kamigawa,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.11911092147895301,0.260606140955613,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.343127248734523,0.3,0.3,0.35945954468058294,0.3,0.3,0.3
Scryb Ranger,Time Spiral,0.3,0.63796208846765,0.6838164321222049,0.771687008277208,0.7,0.9744447160524009,0.599762139459135,0.416888891851891,0.4,0.4,0.501315806786931,0.375843852809461,0.349999576267595,0.268548686269133,0.362312273083541,0.4,0.4,0.4,0.504486581601746,0.600483340338266,0.525977261056406,0.507388220497119,0.40751779446655795,0.3,0.5487990882800751,0.795531397230899,0.919092165312097,0.806745318396648
