,id,cardname,setname,type_line,mana_cost,rarity,oracle_text,power,toughness,loyalty,cmc,set,color_identity,colors,reprint,layout,legalities,timestamp,price
10,72806f4f-74e8-4621-92b0-5c63bb898884,Thran Temporal Gateway,Dominaria,Legendary Artifact,{4},rare,"{4}, {T}: You may put a historic permanent card from your hand onto the battlefield. (Artifacts, legendaries, and Sagas are historic.)",,,,4.0,dom,[],[],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780377,0.2
11,e6f342b2-1ba6-4b72-9f03-bc076c795b3d,Mishra's Self-Replicator,Dominaria,Artifact Creature — Assembly-Worker,{5},rare,"Whenever you cast a historic spell, you may pay {1}. If you do, create a token that's a copy of Mishra's Self-Replicator. (Artifacts, legendaries, and Sagas are historic.)",2,2,,5.0,dom,[],[],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780376,0.1
12,1d65d20c-09e5-4139-838b-7e0e48eb2b2b,Helm of the Host,Dominaria,Legendary Artifact — Equipment,{4},rare,"At the beginning of combat on your turn, create a token that's a copy of equipped creature, except the token isn't legendary if equipped creature is legendary. That token gains haste.
Equip {5}",,,,4.0,dom,[],[],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780375,2.8
13,a487e208-8493-4bca-8c44-284d89c66b15,Gilded Lotus,Dominaria,Artifact,{5},rare,{T}: Add three mana of any one color.,,,,5.0,dom,[],[],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780375,2.5
14,52212fd5-551e-4bc1-9dac-6361e27c27ad,Forebear's Blade,Dominaria,Artifact — Equipment,{3},rare,"Equipped creature gets +3/+0 and has vigilance and trample.
Whenever equipped creature dies, attach Forebear's Blade to target creature you control.
Equip {3}",,,,3.0,dom,[],[],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780375,0.3
15,862d38d1-e3d0-47e1-a535-ff445b1c55c6,Blackblade Reforged,Dominaria,Legendary Artifact — Equipment,{2},rare,"Equipped creature gets +1/+1 for each land you control.
Equip legendary creature {3}
Equip {7}",,,,2.0,dom,[],[],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780375,0.7
16,80dd2950-502c-4859-85fe-9fbef09aef43,Primevals' Glorious Rebirth,Dominaria,Legendary Sorcery,{5}{W}{B},rare,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Return all legendary permanent cards from your graveyard to the battlefield.",,,,7.0,dom,"['B', 'W']","['B', 'W']",False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780374,0.1
17,5a7fadca-0a94-4624-ab95-2c2410829824,Oath of Teferi,Dominaria,Legendary Enchantment,{3}{W}{U},rare,"When Oath of Teferi enters the battlefield, exile another target permanent you control. Return it to the battlefield under its owner's control at the beginning of the next end step.
You may activate the loyalty abilities of planeswalkers you control twice each turn rather than only once.",,,,5.0,dom,"['U', 'W']","['U', 'W']",False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180374,0.2
18,1ee86efa-248e-4251-b734-f8ad3e8a0344,"Jodah, Archmage Eternal",Dominaria,Legendary Creature — Human Wizard,{1}{U}{R}{W},rare,"Flying
You may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells that you cast.",4,3,,4.0,dom,"['B', 'G', 'R', 'U', 'W']","['R', 'U', 'W']",False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180374,0.2
19,986981fa-a744-45d8-81c7-68ef335c79e2,Grand Warlord Radha,Dominaria,Legendary Creature — Elf Warrior,{2}{R}{G},rare,"Haste
Whenever one or more creatures you control attack, add that much mana in any combination of {R} and/or {G}. Until end of turn, you don't lose this mana as steps and phases end.",3,4,,4.0,dom,"['G', 'R']","['G', 'R']",False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780373,0.2
20,58e2981b-bf25-4d9d-8811-5a1ff0b4d5d2,"Aryel, Knight of Windgrace",Dominaria,Legendary Creature — Human Knight,{2}{W}{B},rare,"Vigilance
{2}{W}, {T}: Create a 2/2 white Knight creature token with vigilance.
{B}, {T}, Tap X untapped Knights you control: Destroy target creature with power X or less.",4,4,,4.0,dom,"['B', 'W']","['B', 'W']",False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180373,0.2
21,1d972f97-1945-440b-8bd3-63038db22257,Verdant Force,Dominaria,Creature — Elemental,{5}{G}{G}{G},rare,"At the beginning of each upkeep, create a 1/1 green Saproling creature token.",7,7,,8.0,dom,['G'],['G'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538499380373,0.2
22,3d8ac2b0-47ea-4aa3-bf24-c78227a0c913,Territorial Allosaurus,Dominaria,Creature — Dinosaur,{2}{G}{G},rare,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
When Territorial Allosaurus enters the battlefield, if it was kicked, it fights another target creature.",5,5,,4.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180373,0.2
23,93ac4d3d-064e-459d-b3a4-6c0872a2da8c,Sylvan Awakening,Dominaria,Sorcery,{2}{G},rare,"Until your next turn, all lands you control become 2/2 Elemental creatures with reach, indestructible, and haste. They're still lands.",,,,3.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180373,0.2
24,24d8a688-79d4-49b9-ab0c-c7f5c9b551f4,Steel Leaf Champion,Dominaria,Creature — Elf Knight,{G}{G}{G},rare,Steel Leaf Champion can't be blocked by creatures with power 2 or less.,5,4,,3.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780373,2.7
25,0d5e4d9a-34e1-46eb-814b-8e3bd4475b8a,The Mending of Dominaria,Dominaria,Enchantment — Saga,{3}{G}{G},rare,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Put the top two cards of your library into your graveyard, then you may return a creature card from your graveyard to your hand.
III — Return all land cards from your graveyard to the battlefield, then shuffle your graveyard into your library.",,,,5.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529168180372,0.3
26,251613c0-2e72-4bd1-b3b5-69602b07b6f9,"Marwyn, the Nurturer",Dominaria,Legendary Creature — Elf Druid,{2}{G},rare,"Whenever another Elf enters the battlefield under your control, put a +1/+1 counter on Marwyn, the Nurturer.
{T}: Add an amount of {G} equal to Marwyn's power.",1,1,,3.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780372,0.3
27,bf95ef60-e67b-466d-a6cb-d487ffa88b72,Kamahl's Druidic Vow,Dominaria,Legendary Sorcery,{X}{G}{G},rare,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Look at the top X cards of your library. You may put any number of land and/or legendary permanent cards with converted mana cost X or less from among them onto the battlefield. Put the rest into your graveyard.",,,,2.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780372,0.1
28,6f86c365-3ce5-45e5-b610-6f2587f99b42,Two-Headed Giant,Dominaria,Creature — Giant Warrior,{2}{R}{R},rare,"Whenever Two-Headed Giant attacks, flip two coins. If both coins come up heads, Two-Headed Giant gains double strike until end of turn. If both coins come up tails, Two-Headed Giant gains menace until end of turn.",4,4,,4.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780370,0.1
29,a3974c62-a524-454e-9ce7-2c23b704e5cb,"Squee, the Immortal",Dominaria,Legendary Creature — Goblin,{1}{R}{R},rare,"You may cast Squee, the Immortal from your graveyard or from exile.",2,1,,3.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780370,0.2
30,f59ff087-97e7-4946-871f-1833abb2558a,Siege-Gang Commander,Dominaria,Creature — Goblin,{3}{R}{R},rare,"When Siege-Gang Commander enters the battlefield, create three 1/1 red Goblin creature tokens.
{1}{R}, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to any target.",2,2,,5.0,dom,['R'],['R'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780370,0.5
31,48268bb8-1326-451b-9fae-de6605eb6cfd,Jaya's Immolating Inferno,Dominaria,Legendary Sorcery,{X}{R}{R},rare,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Jaya's Immolating Inferno deals X damage to each of up to three targets.",,,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780369,0.1
32,e558a5bd-e8f9-477f-a514-1bf0708f4e9e,Haphazard Bombardment,Dominaria,Enchantment,{5}{R},rare,"When Haphazard Bombardment enters the battlefield, choose four nonenchantment permanents you don't control and put an aim counter on each of them.
At the beginning of your end step, if two or more permanents you don't control have an aim counter on them, destroy one of those permanents at random.",,,,6.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780369,0.1
33,8bdb2883-3cfd-4fb0-9f99-6a57277f7fe4,Goblin Chainwhirler,Dominaria,Creature — Goblin Warrior,{R}{R}{R},rare,"First strike
When Goblin Chainwhirler enters the battlefield, it deals 1 damage to each opponent and each creature and planeswalker they control.",3,3,,3.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780369,3.3
34,0efc241f-64b5-4e28-b14a-b3f19ca6e7b5,The First Eruption,Dominaria,Enchantment — Saga,{2}{R},rare,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — The First Eruption deals 1 damage to each creature without flying.
II — Add {R}{R}.
III — Sacrifice a Mountain. If you do, The First Eruption deals 3 damage to each creature.",,,,3.0,dom,['R'],['R'],False,saga,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538499380368,0.2
35,bf9794a7-caf5-40b9-8046-67823ff64a2c,Yawgmoth's Vile Offering,Dominaria,Legendary Sorcery,{4}{B},rare,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Put up to one target creature or planeswalker card from a graveyard onto the battlefield under your control. Destroy up to one target creature or planeswalker. Exile Yawgmoth's Vile Offering.",,,,5.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538240180368,0.2
36,cab46d5c-95dd-47a0-9f96-dde07d2f8b81,"Torgaar, Famine Incarnate",Dominaria,Legendary Creature — Avatar,{6}{B}{B},rare,"As an additional cost to cast this spell, you may sacrifice any number of creatures. This spell costs {2} less to cast for each creature sacrificed this way.
When Torgaar, Famine Incarnate enters the battlefield, up to one target player's life total becomes half their starting life total, rounded down.",7,6,,8.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780367,0.1
37,1ed7cca3-79be-44ca-bf10-2ae1c0835ed1,Rite of Belzenlok,Dominaria,Enchantment — Saga,{2}{B}{B},rare,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Create two 0/1 black Cleric creature tokens.
III — Create a 6/6 black Demon creature token with flying, trample, and ""At the beginning of your upkeep, sacrifice another creature. If you can't, this creature deals 6 damage to you.""",,,,4.0,dom,['B'],['B'],False,saga,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780367,0.1
38,77f4c9cb-f364-4556-8673-4b19d52a2cff,Lich's Mastery,Dominaria,Legendary Enchantment,{3}{B}{B}{B},rare,"Hexproof
You can't lose the game.
Whenever you gain life, draw that many cards.
Whenever you lose life, for each 1 life you lost, exile a permanent you control or a card from your hand or graveyard.
When Lich's Mastery leaves the battlefield, you lose the game.",,,,6.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780366,0.1
39,2aff7077-496b-46ca-b9d7-a8c1772f9a91,"Kazarov, Sengir Pureblood",Dominaria,Legendary Creature — Vampire,{5}{B}{B},rare,"Flying
Whenever a creature an opponent controls is dealt damage, put a +1/+1 counter on Kazarov, Sengir Pureblood.
{3}{R}: Kazarov deals 2 damage to target creature.",4,4,,7.0,dom,"['B', 'R']",['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780366,0.1
40,6ed6d088-db82-4648-a109-0e3fa1421847,"Josu Vess, Lich Knight",Dominaria,Legendary Creature — Zombie Knight,{2}{B}{B},rare,"Kicker {5}{B} (You may pay an additional {5}{B} as you cast this spell.)
Menace
When Josu Vess, Lich Knight enters the battlefield, if it was kicked, create eight 2/2 black Zombie Knight creature tokens with menace.",4,5,,4.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780366,0.3
41,46b8b1d7-9d2b-4943-bb3b-238a6333ce93,Dread Shade,Dominaria,Creature — Shade,{B}{B}{B},rare,{B}: Dread Shade gets +1/+1 until end of turn.,3,3,,3.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1541350580365,0.3
42,303ea0c1-cd97-4160-87df-646ad763f5fc,"Zahid, Djinn of the Lamp",Dominaria,Legendary Creature — Djinn,{4}{U}{U},rare,"You may pay {3}{U} and tap an untapped artifact you control rather than pay this spell's mana cost.
Flying",5,6,,6.0,dom,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780364,0.1
43,3acc883b-3aea-4d0b-ae0f-00d4a08c47c1,Tempest Djinn,Dominaria,Creature — Djinn,{U}{U}{U},rare,"Flying
Tempest Djinn gets +1/+0 for each basic Island you control.",0,4,,3.0,dom,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780363,2.4
44,cf2a92ee-2b20-4299-84b2-b4963f4a42a1,Precognition Field,Dominaria,Enchantment,{3}{U},rare,"You may look at the top card of your library any time.
You may cast the top card of your library if it's an instant or sorcery card.
{3}: Exile the top card of your library.",,,,4.0,dom,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780363,0.1
45,88f41175-880f-491e-96c3-bf52f3c0db5d,"Naban, Dean of Iteration",Dominaria,Legendary Creature — Human Wizard,{1}{U},rare,"If a Wizard entering the battlefield under your control causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",2,1,,2.0,dom,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542041780363,0.1
