cardname,setname,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28
Ritual of Restoration,Darksteel,0.3,0.23240758230647002,0.2,0.109236858275401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20613955446782198,0.200150001351364,0.2,0.2,0.2,0.2,0.250515469231642,0.2,0.807898788141949,0.19864863647420303,0.25240517943484003,0.3,0.3
Wormfang Newt,Judgment,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.21288883851784698,0.19520185758982997,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.303603185614285,0.314432623016732,0.375163238494872,0.27456019158146805,0.140840908476653,0.15240517943484,0.2,0.26765854355409
Orzhov Signet,Guildpact,0.2,0.2,0.47656995028913496,0.301606043446307,0.3,0.3,0.19785711224446104,0.253110708142775,0.3,0.3,0.3,0.19927535181669298,0.2,0.2,0.25435409328012,0.3,0.3,0.3,0.3,0.3,0.367116370417752,0.300687120485778,0.3,0.3,0.286036360687934,0.37731883833853996,0.5,0.3
Songs of the Damned,Ice Age,0.5,0.400000555561728,0.426569225640951,0.41385498620465294,0.41878532868922597,0.4,0.328808268689553,0.410222136295151,0.32095962848203397,0.21887552862082701,0.2,0.2,0.348022440868143,0.4,0.320570005135181,0.4,0.210360003243272,0.2,0.2,0.2,0.2,0.46512025897174203,0.39182827114257107,0.573245700601324,0.611711817223579,0.6788652460334639,0.735757922871325,0.429961666210312
Nacatl Savage,Conflux,0.1,0.182037022633585,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.107894182818195,0.194070616063616,0.2,0.247597275651132,0.3,0.3,0.201973710180397,0.187387724213732,0.1,0.162423862252041,0.3
Skyreach Manta,Fifth Dawn,0.1,0.296296625518061,0.3,0.3,0.3,0.3,0.100237860540865,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10585545815728098,0.1,0.1,0.1,0.200900909017198,0.252405694904071,0.2,0.19057092856485003,0.895795457616735,0.568043484984381,0.143030782377861,0.23531708710818
Panic Attack,Prophecy,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.21300502276532396,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26426409246930105,0.19622057959360398,0.285294809702151,0.18092080158949497,0.2,0.25240517943484003,0.3,0.3
Ideas Unbound,Saviors of Kamigawa,0.6448168839230289,0.59722274691941,0.48937158509543605,0.479719032759431,0.5,0.5,0.376191088444121,0.43200109334791104,0.49570716444821605,0.6497981903396429,0.8,0.42343077435904897,0.3943503758506429,0.4,0.393543185073739,0.5,0.550300002702727,0.6,0.553846190828758,0.607486340381745,0.5927931783169219,0.403779935875628,0.460128629973137,0.39824602955302,0.49864863647420204,0.5,0.5,0.3
Viridian Scout,Fifth Dawn,0.1,0.174814720163557,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.159420426382991,0.1,0.1,0.1,0.182675429939868,0.2,0.2,0.2,0.2,0.276876818710078,0.30841915896040195,0.3,0.16886011658048097,0.1,0.15910627944618,0.2,0.26765854355409
Wild Cantor,Guildpact,0.125863852679495,0.1,0.29082160611023306,0.209236858275401,0.2,0.2,0.2,0.2,0.294065864135334,0.2,0.2,0.2,0.116242934262155,0.1,0.1,0.203947420360794,0.31696636906638803,0.5,0.372916566505447,0.4,0.29144181479112397,0.2,0.2,0.336403768470638,0.38393363904179295,0.509962473839936,0.875760468372152,0.2
Toxic Stench,Judgment,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.194444276093001,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.302702276597086,0.229380715265106,0.30196082276123104,0.34034855721785806,0.140840908476653,0.1,0.16333296969035802,0.26765854355409
Thermopod,Coldsnap,0.1,0.645556061734019,0.546863722662647,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.276876818710078,0.39673553335601397,0.4,0.196052579639206,0.273724087604393,0.15910627944618,0.2,0.3
Auriok Glaivemaster,Darksteel,0.1,0.1,0.285024420643777,0.251003626549717,0.18220366274290498,0.20111112345692703,0.11380948299261401,0.1,0.202651535238903,0.168876131037723,0.151754628350373,0.22415397324598899,0.125847252942822,0.1,0.189940449913963,0.1,0.1,0.1,0.20448658160174601,0.21521833649763,0.208108181154785,0.174399220610522,0.204902056903077,0.101534888616955,0.1,0.1,0.1,0.23531708710818
Claws of Valakut,Worldwake,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.231526283449198,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.107894182818195,0.194070616063616,0.2,0.2,0.297766471819297,0.3,0.19736838642613697,0.23018045207614501,0.158590810214538,0.25060546555391894,0.3
Plow Through Reito,Saviors of Kamigawa,0.2,0.2,0.103139900578269,0.1,0.1,0.1,0.1,0.20266670222269603,0.121717209978863,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20585590861178898,0.22199301023721899,0.2,0.2,1.169067739349,1.0091119496077299,0.2,0.3
Zombie Boa,Apocalypse,0.1,0.16759241769353,0.2,0.2,0.2,0.2,0.2,0.2,0.192929113099342,0.2,0.2,0.157971130016377,0.1,0.1,0.18138136379607,0.2,0.2,0.2,0.2,0.2,0.276876818710078,0.3,0.3,0.19736838642613697,0.2,0.25910627944618,0.3,0.3
Skinthinner,Legions,0.268963376784606,0.245185502061134,0.412318294468036,0.6,0.6,0.6,0.100237860540865,0.1,0.139646133682831,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.204504545085992,0.212026412643429,0.31928077021118106,0.16929696443374304,0.1,0.21821255889236,0.3,0.3
Morgue Toad,Planeshift,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.155797185466456,0.1,0.1,0.1,0.1,0.1,0.1,0.152243290800873,0.2,0.23948909449634698,0.20206136145733497,0.23268005255004998,0.163377807602732,0.1,0.1,0.1,0.23531708710818
Shield Mate,Exodus,0.1,0.1,0.1,0.19377522620754503,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253069777233911,0.192792727862413,0.2,0.2,0.2,0.275075000675682,0.3910653718079571,0.4,0.239035382044501,0.120420454238326,0.1,0.206363752068219,0.2
Coral Reef,Homelands,0.1,0.1,0.24275424281511299,0.135140784828733,0.1,0.202962255136168,0.20595222788897,0.2,0.20328297941651102,0.186546223448475,0.138377478651035,0.21183495412977,0.221751455520809,0.10591380506137199,0.1,0.1,0.29339363417688397,0.3,0.24775670919912698,0.13429977246047,0.200450454508599,0.18711275373972897,0.196404831467284,0.158991565678496,0.1,0.219243497355643,0.24939453444608103,0.2
Smoldering Spires,Worldwake,0.1,0.1,0.424877896781113,0.6,0.6,0.6,0.100237860540865,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.294294543194083,0.3,0.205929383936384,0.2,0.2,0.30051546923164196,0.3,0.27565560073158896,0.398048631068748,0.158590810214538,0.25060546555391894,0.3
Shriek of Dread,Planeshift,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.260660456400508,0.30584181280219397,0.375163238494872,0.296272319372623,0.513063631203885,0.2,0.256969217622139,0.3
Morsel Theft,Morningtide,0.1,0.174814720163557,0.244203539181727,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.159420426382991,0.17401122043407097,0.2,0.2,0.2,0.2,0.107894182818195,0.194070616063616,0.2,0.21816818169533103,0.297766471819297,0.3,0.18333399123672697,0.17957954576167398,0.279551851050011,0.5,0.2
Drain the Well,Eventide,0.258617835712808,0.3,0.40676604008753703,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253069777233911,0.197747727457004,0.107894182818195,0.194070616063616,0.2,0.2,0.27250847946886,0.3,0.207675758891564,0.281681816953306,0.2,0.2,0.3
Uktabi Efreet,Weatherlight,0.2,0.2,0.10458919694488301,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.200450454508599,0.2,0.2,0.25745601915814703,0.3,0.240378251322179,0.149394534446081,0.24007904856010198
Maniacal Rage,Conflux,0.1,0.1,0.424877896781113,0.6,0.6,0.6,0.6,0.266667555567408,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.295614415979158,0.205929383936384,0.140096957926927,0.19969909638825603,0.205326343570552,0.2,0.132456348109844,0.296096811682988,0.1,0.1,0.3
Krark-Clan Ogre,Fifth Dawn,0.1,0.15148112756808402,0.561353063087871,0.6,0.20028262951380899,0.1,0.2,0.2,0.145075720270608,0.167268882757624,0.2,0.2,0.2,0.230107743673285,0.265916359606843,0.2,0.2,0.2,0.2,0.2,0.2,0.30051546923164196,0.3,0.18157804707956698,0.35945954468058294,0.3,0.3,0.3
Kjeldoran Dead,Ice Age,0.1,0.1,0.151690604211655,0.177510572416535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.202702727051595,0.10416650219081801,0.126876818710078,0.1,0.1,0.1,0.204954999594591,0.2,0.2,0.4063632416215999,0.171922269569996,0.205841297332962,0.3,0.2
Bogardan Firefiend,Weatherlight,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1998273178074,0.27483676150512804,0.22324570060132398,0.2,0.2,0.2,0.270039524280051
Taste for Mayhem,Dissension,0.24827229464101003,0.3,0.3,0.3,0.3,0.3,0.100237860540865,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20613955446782198,0.150450454508599,0.1,0.1,0.20579718546645603,0.2,0.30051546923164196,0.3,1.07499506572455,0.7403918053315799,0.15910627944618,0.2,0.3
Maggot Carrier,Planeshift,0.2,0.2,0.103139900578269,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.200450454508599,0.165120774440974,0.242157689366458,0.174123343728207,0.1,0.20670110001134,0.2,0.2
Apex Hawks,Worldwake,0.1,0.1,0.489853476137335,0.7,0.7,0.7,0.104523636051944,0.1,0.11123720634247199,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.295614415979158,0.205929383936384,0.140096957926927,0.1,0.20463922308477397,0.2,0.125877314175187,0.1,0.1,0.201210931107838,0.3
Shield Bearer,Ice Age,0.1,0.1,0.19541080305511702,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.110810457751872,0.1,0.152243290800873,0.2,0.274624546167083,0.3,0.11830035883056501,0.343638074185187,0.140840908476653,0.159621748677821,0.2,0.27301575018750196
Choking Vines,Weatherlight,0.1,0.284443716041289,0.4,0.4,0.4,0.4,0.100237860540865,0.1,0.1,0.1,0.1,0.1,0.1,0.148924982661011,0.198048631068748,0.1,0.1,0.1,0.1,0.1,0.1,0.22542912813534197,0.20620894527343697,0.20833366228503,0.12627636285011598,0.1,0.1,0.24007904856010198
Surging Flame,Coldsnap,0.1,0.1,0.19686009942173102,0.198795166206822,0.281638403715286,0.18777764197379998,0.187380534007629,0.2,0.26729785831710895,0.271887613103772,0.3,0.19927535181669298,0.2,0.2,0.214114091117938,0.2,0.11036000324327198,0.1,0.240384522928105,0.3,0.3,0.39054990257631506,0.4,0.18333399123672697,0.21381408841521102,0.1,0.1,0.3
Tidal Warrior,Stronghold,0.2,0.2,0.295410803055117,0.3,0.32005652590276196,0.282222580250892,0.22738110544436302,0.2,0.19987386268077803,0.129116615862842,0.177191805155331,0.16835823707589997,0.20889838049474999,0.14543057146083,0.171471815061397,0.20065790339346598,0.10375363742015699,0.24692956486269602,0.205929383936384,0.2,0.2,0.319759482056516,0.3,0.2,0.344894999054046,0.387457087186466,0.4,0.293254681603352
Ray of Revelation,Judgment,0.2,0.2,0.295410803055117,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.19927535181669298,0.28290960092882106,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Burnt Offering,Ice Age,0.110345541071798,0.1,0.20072464818330701,0.106827190689044,0.20677971847219,0.310926788075423,0.2,0.12488899851997999,0.196212092515852,0.19377522620754503,0.2,0.18260771895244896,0.12245739370672601,0.1,0.208108181154785,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34662793604685804
Penumbra Bobcat,Apocalypse,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.159420426382991,0.1,0.1,0.19759772610564103,0.2,0.2,0.2,0.2,0.2,0.253453184262921,0.3,0.3,0.18618402873722,0.2,0.25910627944618,0.3,0.3
